encoder,query_domain,query_identifier,query_class,top1_identifier,top1_class,top1_similarity,fruit_consistency_at_1,fruit_consistency_at_5,fruit_consistency_at_10,freshness_consistency_at_1,freshness_consistency_at_5,freshness_consistency_at_10,six_class_consistency_at_1,six_class_consistency_at_5,six_class_consistency_at_10,top10_identifiers,top10_classes,top10_similarities
clip,sultana,FreshBanana/FreshBanana (65).jpg,fresh_banana,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png,rotten_banana,0.9519515037536621,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 8.54.37 PM.png|test/rotten_banana/rotated_by_30_Screen Shot 2018-06-12 at 8.54.37 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 8.48.40 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.50.15 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.18.07 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.95195150|0.94625014|0.94481397|0.94147074|0.94108880|0.93918753|0.93815625|0.93461359|0.93258429|0.93242455
clip,sultana,FreshBanana/FreshBanana (66).jpg,fresh_banana,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png,rotten_banana,0.9362064003944397,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/rotated_by_30_Screen Shot 2018-06-12 at 9.02.52 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.13.54 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 8.48.40 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.50.15 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 8.54.37 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 9.13.48 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.93620640|0.93430352|0.93413830|0.92621619|0.92488348|0.92360818|0.92266059|0.91991353|0.91740471|0.91592741
clip,sultana,FreshBanana/FreshBanana (67).jpg,fresh_banana,test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png,rotten_banana,0.9323398470878601,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/rotated_by_30_Screen Shot 2018-06-12 at 9.02.52 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 9.13.44 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.13.54 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.93233985|0.92701805|0.92408079|0.92371297|0.92357445|0.92239368|0.92059135|0.91651821|0.91646123|0.91544551
clip,sultana,FreshBanana/FreshBanana (68).jpg,fresh_banana,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png,rotten_banana,0.8917932510375977,1.0,1.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.13.54 PM.png|test/rotten_banana/rotated_by_30_Screen Shot 2018-06-12 at 8.54.37 PM.png|test/rotten_banana/rotated_by_60_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/rotated_by_30_Screen Shot 2018-06-12 at 9.02.52 PM.png|test/fresh_banana/Screen Shot 2018-06-12 at 9.41.26 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 8.58.57 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|fresh_banana|rotten_banana,0.89179325|0.87411463|0.86947429|0.86525309|0.86498761|0.86425352|0.86328006|0.86264390|0.86105716|0.86031914
clip,sultana,FreshBanana/FreshBanana (69).jpg,fresh_banana,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png,rotten_banana,0.9392496943473816,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 8.48.40 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 8.54.37 PM.png|test/rotten_banana/rotated_by_30_Screen Shot 2018-06-12 at 8.54.37 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.50.15 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.18.07 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.01.21 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.05.21 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.93924969|0.93903476|0.93693489|0.93628675|0.93426239|0.93346608|0.93149114|0.93040293|0.92926693|0.92876631
clip,sultana,FreshBanana/FreshBanana (7).jpg,fresh_banana,test/fresh_banana/rotated_by_75_Screen Shot 2018-06-12 at 10.07.52 PM.png,fresh_banana,0.9414266347885132,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,test/fresh_banana/rotated_by_75_Screen Shot 2018-06-12 at 10.07.52 PM.png|test/fresh_banana/rotated_by_60_Screen Shot 2018-06-12 at 10.07.52 PM.png|test/fresh_banana/rotated_by_60_Screen Shot 2018-06-12 at 10.06.12 PM.png|test/fresh_banana/translation_Screen Shot 2018-06-12 at 10.00.12 PM.png|test/fresh_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.53.03 PM.png|test/fresh_banana/rotated_by_15_Screen Shot 2018-06-12 at 10.00.12 PM.png|test/fresh_banana/rotated_by_15_Screen Shot 2018-06-12 at 10.06.12 PM.png|test/fresh_banana/rotated_by_15_Screen Shot 2018-06-12 at 10.07.52 PM.png|test/rotten_banana/rotated_by_60_Screen Shot 2018-06-12 at 9.02.44 PM.png|test/fresh_banana/vertical_flip_Screen Shot 2018-06-12 at 10.06.12 PM.png,fresh_banana|fresh_banana|fresh_banana|fresh_banana|fresh_banana|fresh_banana|fresh_banana|fresh_banana|rotten_banana|fresh_banana,0.94142663|0.93931687|0.93861693|0.93507147|0.93278468|0.93166053|0.93014544|0.92873621|0.92562997|0.92448378
clip,sultana,FreshBanana/FreshBanana (70).jpg,fresh_banana,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png,rotten_banana,0.9203148484230042,1.0,1.0,1.0,0.0,0.2,0.1,0.0,0.2,0.1,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/fresh_banana/rotated_by_30_Screen Shot 2018-06-12 at 9.46.43 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.01.21 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.05.12 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 8.58.43 PM.png|test/rotten_banana/rotated_by_30_Screen Shot 2018-06-12 at 8.54.37 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.22.57 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.13.21 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.58.57 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png,rotten_banana|fresh_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.92031485|0.91301185|0.91222245|0.90840119|0.90830237|0.90645528|0.90556151|0.90518379|0.90433449|0.90411216
clip,sultana,FreshBanana/FreshBanana (71).jpg,fresh_banana,test/rotten_banana/Screen Shot 2018-06-12 at 9.13.44 PM.png,rotten_banana,0.9449552297592163,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/Screen Shot 2018-06-12 at 9.13.44 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 8.48.40 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.10.32 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.05.21 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.94495523|0.93894792|0.93470836|0.93402964|0.93226850|0.92877001|0.92859828|0.92856497|0.92649537|0.92636281
clip,sultana,FreshBanana/FreshBanana (72).jpg,fresh_banana,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.50.15 PM.png,rotten_banana,0.9424402713775635,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.50.15 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.05.21 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.10.32 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 9.13.44 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 8.48.40 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 9.13.48 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.94244027|0.94205552|0.94097000|0.93994427|0.93703157|0.93595368|0.93588197|0.93574727|0.93277979|0.93273902
clip,sultana,FreshBanana/FreshBanana (73).jpg,fresh_banana,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png,rotten_banana,0.9492180347442627,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 8.48.40 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.50.15 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.18.07 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 9.13.44 PM.png|test/rotten_banana/rotated_by_30_Screen Shot 2018-06-12 at 9.02.52 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.94921803|0.94205904|0.94004869|0.93667722|0.93312269|0.93244362|0.93129039|0.92984748|0.92926121|0.92822123
clip,sultana,FreshBanana/FreshBanana (74).jpg,fresh_banana,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png,rotten_banana,0.9509284496307373,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 9.13.44 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 8.48.40 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.50.15 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.05.12 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.95092845|0.95031577|0.94688630|0.94443244|0.94418263|0.94085258|0.94022155|0.93969524|0.93592870|0.93194103
clip,sultana,FreshBanana/FreshBanana (75).jpg,fresh_banana,test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png,rotten_banana,0.9404112100601196,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 9.13.44 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.22.57 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.26.27 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.94041121|0.93942887|0.93501347|0.93382531|0.93219900|0.93101144|0.93092895|0.92638123|0.92611420|0.92555290
clip,sultana,FreshBanana/FreshBanana (76).jpg,fresh_banana,test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png,rotten_banana,0.9437974691390991,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.22.57 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 9.13.44 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.01.21 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/rotated_by_60_Screen Shot 2018-06-12 at 8.57.34 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.94379747|0.94303143|0.93562150|0.93131500|0.92977118|0.92831504|0.92828953|0.92653763|0.92645532|0.92627001
clip,sultana,FreshBanana/FreshBanana (77).jpg,fresh_banana,test/rotten_banana/Screen Shot 2018-06-12 at 8.48.40 PM.png,rotten_banana,0.9523870944976807,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/Screen Shot 2018-06-12 at 8.48.40 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.50.15 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 8.54.37 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/rotated_by_30_Screen Shot 2018-06-12 at 8.54.37 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.01.21 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.22.57 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.95238709|0.94501883|0.94308490|0.94301856|0.94030666|0.93799627|0.93718493|0.93712986|0.93693209|0.93650019
clip,sultana,FreshBanana/FreshBanana (78).jpg,fresh_banana,test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png,rotten_banana,0.925336480140686,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.22.57 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/rotated_by_30_Screen Shot 2018-06-12 at 9.02.52 PM.png|test/rotten_banana/rotated_by_60_Screen Shot 2018-06-12 at 8.57.34 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.92533648|0.91782165|0.91154063|0.91128355|0.91059661|0.90883797|0.90880710|0.90755993|0.90611202|0.90323788
clip,sultana,FreshBanana/FreshBanana (79).jpg,fresh_banana,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png,rotten_banana,0.9472319483757019,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 9.13.44 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.50.15 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 8.48.40 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.05.12 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.94723195|0.94344264|0.93830138|0.93442929|0.92905378|0.92874104|0.92785406|0.92705393|0.92455703|0.91929996
clip,sultana,FreshBanana/FreshBanana (8).jpg,fresh_banana,test/fresh_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.53.03 PM.png,fresh_banana,0.941584587097168,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.8,test/fresh_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.53.03 PM.png|test/fresh_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.42.35 PM.png|test/fresh_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.58.16 PM.png|test/fresh_banana/vertical_flip_Screen Shot 2018-06-12 at 9.42.35 PM.png|test/fresh_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.38.22 PM.png|test/rotten_banana/rotated_by_60_Screen Shot 2018-06-12 at 9.02.09 PM.png|test/fresh_banana/rotated_by_30_Screen Shot 2018-06-12 at 9.52.37 PM.png|test/fresh_banana/rotated_by_75_Screen Shot 2018-06-12 at 10.01.58 PM.png|test/fresh_banana/vertical_flip_Screen Shot 2018-06-12 at 9.46.02 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.02.09 PM.png,fresh_banana|fresh_banana|fresh_banana|fresh_banana|fresh_banana|rotten_banana|fresh_banana|fresh_banana|fresh_banana|rotten_banana,0.94158459|0.93734586|0.93703985|0.93656975|0.93569666|0.93550736|0.93445730|0.93377614|0.93351775|0.93329996
clip,sultana,FreshBanana/FreshBanana (80).jpg,fresh_banana,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png,rotten_banana,0.9436912536621094,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 9.13.44 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.52.21 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 8.56.59 PM.png|test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.94369125|0.93216205|0.92862231|0.92625964|0.92320544|0.91438544|0.91152263|0.90899831|0.90707982|0.90667391
clip,sultana,FreshBanana/FreshBanana (81).jpg,fresh_banana,test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png,rotten_banana,0.9437360167503357,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.22.57 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/Screen Shot 2018-06-12 at 9.13.44 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.07.08 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.01.21 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.94373602|0.94099182|0.93441916|0.93363047|0.93071449|0.92825192|0.92784166|0.92717391|0.92504621|0.92498028
clip,sultana,FreshBanana/FreshBanana (82).jpg,fresh_banana,test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png,rotten_banana,0.9314174652099609,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,test/rotten_banana/rotated_by_15_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.26.27 PM.png|test/rotten_banana/translation_Screen Shot 2018-06-12 at 9.27.41 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 8.57.34 PM.png|test/rotten_banana/vertical_flip_Screen Shot 2018-06-12 at 9.13.48 PM.png|test/rotten_banana/rotated_by_75_Screen Shot 2018-06-12 at 9.22.57 PM.png|test/rotten_banana/rotated_by_30_Screen Shot 2018-06-12 at 9.02.52 PM.png|test/rotten_banana/rotated_by_30_Screen Shot 2018-06-12 at 8.54.37 PM.png|test/rotten_banana/rotated_by_60_Screen Shot 2018-06-12 at 8.53.29 PM.png,rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana|rotten_banana,0.93141747|0.92956436|0.92141062|0.91704655|0.91225708|0.90860862|0.90791780|0.90534067|0.90531862|0.90523905
